question,summary
"ClinicalTrials.gov - Question - general information. My parents 85 and have severe hearing loss - has tested the hearing aids that initially helped but the loss has become worse - has lost hearing in an ear - the hearing aids seem to cause you a lot of pain Now I see that you can't hear and are isolating now, which worries me and makes me very sad and I'm afraid that you will become very depressed and don't care. If you can't help us you can please go somewhere for help. We live in the area of angels Thank you [NAME]. [CONTACT]",What are the treatments for hearing loss aside for hearing aids?
"I have a faculty member looking for very specific information and I have not been lucky using our resources. Your question is: How long after receiving dexamethasone (20 ml) through an intravenous line decreases the level of cortisol? She is studying this as it applies to breast cancer treatments. Any help she can provide would be greatly appreciated! Thanks, [NAME] [NAME], [PROFESSION] [LOCATION] [CONTACT]",What is the effect of dexamethasone on cortisol levels?
THEME: Menstruation MESSAGE: What causes women to wane more than a month? And how bad is it in terms of their health?,What causes prolonged periods?
"THEME: SMALL DEATH TABLES INTESTINE: My father-in-law died recently after the death of his small intestine. Apparently, he was in good health and had dinner on Saturday and had to be taken to hospital on Sunday. Early Tuesday he was operated on after his blood pressure dropped. He was removed between 70 and 80% of his small intestine and part of his large intestine (dead). Is this reasonable that they found this percentage of his dead intestine -- again seemed to be fine the day before.",What causes the small intestine to die and what are the symptoms?
"THEME: Treatment of swindles MESSAGE: Gud Day, please ham that has staphylococcus and I need medication to take and your advice..my result shows &quot;scanty&quot;.i 'I will be waiting for your answer..thank you and God bless you",What are the treatments for staphylococcus?
"THEME: How to remove the ulcer from my mouth / Canker MESSAGE: Hello dear Dr, I am an Afghan student in [LOCATION], the problem of mouth ulcer is the worst problem in my life, even three or four times the ulcer grows in my mouth for a month. Even I cannot eat or drink, even though I take care of my mouth every day, so I want you to consult me about removing this ulcer forever. Thank you very much.",What are the treatments for mouth ulcers?
"SUBJECT: BAC (echinacea angustifolia, hydrasis canadensis, lomatium myrrha, nasturtium a MESSAGE: Hello, I want to buy you a remedy. I have Multiple Sclerosis, and there is a lot of talk in the media about ""C. perfringens, Type B"" being a trigger for Multiple Sclerosis. Here is a link to the news http://www.bbc.com/news/health-25925658. I would like to buy this product ""BAC (echinacea angustifolia, hydrasis canadensis, lomatium mirra, nasturtium aquatium, propolis,) liquid or I could kindly recommend a remedy that will deal with this bacterium? And send me an email how to buy and the total cost including shipping so that I can sort it. I am anxious for your response and thank you Kindly. Here are all my details: [NOMA] [Contact] [EMAIL] [EMAIL]","Where can I purchase BAC (echinacea angustifolia, hydrastis canadensis, lomatium myrrha, nasturtium aquaticum, propolis,) liquid and how much does it cost?"
"Theme: Thyroid Cancer MESSAGE: Thyroid Cancer . please submit all data related to surgery, problems after surgery possible results of surgery.","Where can I find information on surgery for thyroid cancer, including recovery and prognosis?"
"THEME: Type 2 Diabetes MESSAGE: I do a test before bedtime and the reading is 94, but when I do another test in the morning, the reading is 165. How can I lower it? Eating around 8 p.m. and nothing until the next morning.","What affects glucose levels at night, and how can I lower it?"
"THEME: The MESSAGE of Alzheimer's disease: This may sound strange, but unfortunately our family, my wife's father, are dealing with ugly Alzheimer's disease. To make this short, is there any way we can challenge him to do things, or even try to ""get off the couch,"" because he seems to respond to that kind of activity. Fortunately my wife is able to spend a lot of time with her mom and dad, but it seems to stop when I see him sometimes and ""don't baby him"" like the rest of the family. Thank you very much.",What are stimulating activities for Alzheimer's patients?
THEME: MESSAGE OF Gelatin: My daughter has a dairy allergy and wanted to know about the gelatin used in her Adderall xr capsules. Do you have milk proteins? Thank you.,"What are the ingredients of adderall xr capsules, and is it dairy free?"
"MESSAGE: Four years ago my ankle had been hit by the stone and there is a small reddish pot from inside the ankle, because of which I cannot walk properly and it hurts and even swells once I start walking. Is this temporary or long-life pain or will never put on heel forever. What kind of pain is this? What treatment do you suggest?",What are the causes and treatments for ankle swelling and pain?
THEME: MESSAGE MELOXICAM: Does this have to be taken every day to make it work? Can I take it as necessary or has to accumulate in my system....,How should meloxicam be used?
THEME: Chronic dry mouth. MESSAGE: How can I relieve dry mouth?,What are the treatments for dry mouth?
